0
0,049979169
0,099833417
0,149438132
0,198669331
0,247403959

0,342897807
0,389418342
0,434965534
0,479425539
0,522687229
0,564642473
0,605186406
0,644217687

0,717356091
0,751280405
0,78332691
0,813415505
0,841470985
0,867423226
0,89120736

0,932039086
0,948984619
0,963558185
0,975723358
0,98544973

0,997494987
0,999783764
0,999573603
0,996865028

0,983985947
0,973847631
0,961275203
0,946300088
0,928959715
0,909297427
0,887362369
0,863209367
0,836898791
0,808496404
0,778073197
0,745705212
0,711473353
0,675463181
0,637764702
0,598472144
0,557683717
0,515501372
0,472030541
0,42737988
0,381660992
0,33498815
0,287478012
0,239249329
0,190422647
0,141120008
0,091464642
0,041580662
-0,008407247
-0,058374143
-0,108195135
-0,157745694
-0,206901972
-0,255541102
-0,303541513
-0,350783228
-0,397148167
-0,442520443
-0,486786649
-0,529836141
-0,571561319
-0,611857891
-0,650625137
-0,687766159
-0,723188124
-0,756802495
-0,788525254
-0,818277111
-0,845983701
-0,871575772
-0,894989358
-0,916165937
-0,935052578
-0,951602074
-0,965773061
-0,977530118
-0,986843859
-0,993691004
-0,998054439
-0,999923258
-0,999292789
-0,996164609
-0,990546536
-0,982452613
-0,971903069
-0,958924275
-0,943548669
-0,925814682
-0,905766641
-0,883454656
-0,858934493
-0,832267442
-0,803520156
-0,772764488
-0,74007731
-0,705540326
-0,669239857
-0,631266638
-0,591715581
-0,550685543
-0,508279077
-0,464602179
-0,419764018
-0,373876665
-0,327054815
-0,279415498
-0,231077788
-0,182162504
-0,132791909
-0,083089403
-0,033179217
0,0168139
0,066764992
0,116549205
0,166042106
0,215119988
0,263660182
0,311541364
0,358643853
0,404849921
0,450044074
0,494113351
0,536947602
0,578439764
0,618486128
0,656986599
0,693844945
0,72896904
0,762271092
0,793667864
0,823080879
0,850436621
0,875666714
0,898708096
0,919503176
0,937999977
0,954152266
0,967919672
0,979267783
0,988168234
0,994598779
0,998543345
0,999992073
0,998941342
0,995393777
0,989358247
0,980849836
0,969889811
0,956505567
0,940730557
0,92260421
0,902171834
0,879484498
0,854598908
0,827577266
0,798487113
0,767401157
0,734397098
0,699557429
0,66296923
0,624723954
0,584917193
0,543648444
0,501020856
0,457140978
0,412118485
0,366065911
0,319098362
0,271333234
0,222889914
0,173889485
0,124454424
0,07470829
0,024775425
-0,025219365
-0,07515112
-0,124895037
-0,174326781
-0,223322799
-0,271760626
-0,319519194
-0,366479129
-0,412523058
-0,457535894
-0,501405128
-0,544021111
